t_s,x0_m,x1_m,v0_m_per_s,v1_m_per_s
0.005562,0.0010390036123443071,0.0008407852038197028,0.6493677935726608,0.5628514224813718
0.0055639999999999995,0.0010403028808644555,0.0008419113921471276,0.6499007531964044,0.5633369137334047
0.005566,0.0010416032154457714,0.0008430385515036928,0.6504338547057575,0.5638224514756719
0.005568,0.0010429046163718413,0.0008441666819815992,0.6509670979154228,0.5643080349281773
0.005569999999999999,0.0010442070839258796,0.000845295783671486,0.6515004826391687,0.5647936633096441
0.005572,0.0010455106183907272,0.0008464258566624293,0.6520340086898233,0.5652793358375175
0.005574,0.0010468152200488504,0.0008475569010419379,0.6525676758792708,0.5657650517279655
0.005575999999999999,0.0010481208891823378,0.000848688916895952,0.6531014840184439,0.5662508101958795
0.005578,0.0010494276260728992,0.0008498219043088408,0.65363543291732,0.5667366104548769
0.00558,0.0010507354310018628,0.0008509558633633988,0.6541695223849148,0.5672224517173013
0.005582,0.0010520443042501743,0.0008520907941408441,0.6547037522292786,0.5677083331942252
0.0055839999999999996,0.0010533542460983948,0.0008532266967208159,0.6552381222574891,0.56819425409545
0.005586,0.0010546652568266981,0.0008543635711813715,0.6557726322756466,0.5686802136295078
0.005588,0.0010559773367148694,0.000855501417598984,0.6563072820888695,0.5691662110036628
0.0055899999999999995,0.001057290486042303,0.0008566402360485399,0.6568420715012878,0.5696522454239126
0.005592,0.0010586047050880009,0.0008577800266033363,0.6573770003160389,0.5701383160949892
0.005594,0.0010599199941305698,0.0008589207893350787,0.657912068335261,0.5706244222203605
0.005595999999999999,0.0010612363534482203,0.0008600625243138782,0.658447275360089,0.5711105630022318
0.005598,0.0010625537833187637,0.0008612052316082486,0.6589826211906482,0.571596737641547
0.0056,0.001063872284019611,0.0008623489112851051,0.6595181056260495,0.5720829453379895
0.005601999999999999,0.00106519185582777,0.0008634935634097603,0.6600537284643835,0.5725691852899845
0.005604,0.0010665124990198438,0.0008646391880459229,0.6605894895027157,0.5730554566946986
0.005606,0.0010678342138720287,0.0008657857852556944,0.661125388537081,0.5735417587480426
0.005608,0.0010691570006601118,0.0008669333550995671,0.6616614253624788,0.5740280906446722
0.0056099999999999995,0.0010704808596594694,0.0008680818976364212,0.6621975997728664,0.5745144515779893
0.005612,0.0010718057911450645,0.0008692314129235222,0.6627339115611545,0.5750008407401441
0.005614,0.001073131795391445,0.0008703819010165191,0.6632703605191842,0.575487257322052
0.0056159999999999995,0.0010744588726727413,0.0008715333619694414,0.6638069464377198,0.5759737005133986
0.005618,0.0010757870232626645,0.0008726857958346965,0.66434366910646,0.576460169502622
0.00562,0.001077116247434504,0.0008738392026630676,0.6648805283140372,0.576946663476913
0.005621999999999999,0.0010784465454611249,0.000874993582503711,0.6654175238480091,0.5774331816222164
0.005624,0.0010797779176149667,0.0008761489354041538,0.6659546554948548,0.5779197231232321
0.005626,0.0010811103641680407,0.000877305261410291,0.6664919230399696,0.5784062871634164
0.005627999999999999,0.0010824438853919282,0.0008784625605663833,0.6670293262676595,0.578892872924983
0.00563,0.0010837784815577775,0.0008796208329150549,0.6675668649611354,0.5793794795889045
0.005632,0.0010851141529363024,0.0008807800784972903,0.6681045389025079,0.5798661063349133
0.005634,0.0010864508997977802,0.0008819402973524325,0.6686423478727829,0.5803527523415033
0.0056359999999999995,0.0010877887224120487,0.0008831014895181801,0.6691802916518549,0.5808394167859309
0.005638,0.0010891276210485048,0.0008842636550305849,0.6697183700185025,0.5813260988442162
0.00564,0.001090467595976101,0.0008854267939240498,0.6702565827503834,0.5818127976911436
0.0056419999999999994,0.001091808647463345,0.0008865909062313259,0.6707949296240278,0.582299512500265
0.005644,0.0010931507757782958,0.00088775599198351,0.6713334104148341,0.5827862424438982
0.005646,0.0010944939811885618,0.0008889220512100426,0.6718720248970632,0.5832729866931305
0.005647999999999999,0.0010958382639612992,0.0008900890839387049,0.6724107728438339,0.5837597444178183
0.00565,0.0010971836243632096,0.0008912570901956165,0.6729496540271166,0.584246514786589
0.005652,0.001098530062660537,0.0008924260700052334,0.6734886682177281,0.5847332969668421
0.005654,0.001099877579119066,0.000893596023390345,0.674027815185327,0.5852200901247507
0.005656,0.0011012261740041191,0.0008947669503720716,0.6745670946984079,0.5857068934252624
0.005658,0.0011025758475805552,0.0008959388509698625,0.6751065065242959,0.5861937060320996
0.00566,0.0011039266001127658,0.0008971117252014931,0.6756460504291416,0.5866805271077624
0.0056619999999999995,0.0011052784318646741,0.0008982855730830624,0.676185726177916,0.5871673558135284
0.005664,0.001106631343099732,0.0008994603946289911,0.6767255335344047,0.5876541913094544
0.005666,0.001107985334080918,0.0009006361898520183,0.6772654722612029,0.5881410327543776
0.005667999999999999,0.0011093404050707342,0.0009018129587632002,0.6778055421197102,0.5886278793059163
0.00567,0.0011106965563312044,0.0009029907013719063,0.6783457428701248,0.5891147301204713
0.005672,0.0011120537881238715,0.0009041694176858184,0.6788860742714357,0.5896015843532305
0.005673999999999999,0.0011134121007097956,0.0009053491077109269,0.6794265360813956,0.5900884411581907
0.005676,0.0011147714943495503,0.0009065297714515293,0.6799671280565281,0.5905752996881468
0.005678,0.001116131969303222,0.0009077114089102275,0.6805078499521334,0.5910621590946821
0.00568,0.0011174935258304055,0.000908894020087925,0.6810487015222846,0.5915490185281667
0.0056819999999999996,0.001118856164190203,0.0009100776049838252,0.6815896825198217,0.5920358771377611
0.005684,0.0011202198846412214,0.0009112621635954286,0.6821307926963474,0.5925227340714161
0.005686,0.0011215846874415693,0.0009124476959185301,0.6826720318022202,0.593009588475874
0.0056879999999999995,0.0011229505728488545,0.0009136342019472173,0.6832133995865503,0.5934964394966694
0.00569,0.0011243175411201822,0.0009148216816738672,0.6837548957971941,0.5939832862781314
0.005692,0.0011256855925121515,0.0009160101350891446,0.6842965201807484,0.5944701279633834
0.005693999999999999,0.001127054727280854,0.0009171995621819991,0.6848382724825461,0.5949569636943446
0.005696,0.0011284249456818705,0.0009183899629396634,0.6853801524466501,0.5954437926117317
0.005698,0.0011297962479702689,0.0009195813373476498,0.6859221598158483,0.5959306138550592
0.005699999999999999,0.001131168634400601,0.0009207736853897488,0.6864642943316487,0.596417426562641
0.005702,0.0011325421052269,0.0009219670070480263,0.6870065557342738,0.5969042298715909
0.005704,0.0011339166607026792,0.000923161302302821,0.6875489437626554,0.5973910229178239
0.005706,0.001135292301080928,0.0009243565711327426,0.6880914581544297,0.5978778048360575
0.0057079999999999995,0.0011366690266141094,0.0009255528135146688,0.6886340986459313,0.5983645747598126
0.00571,0.0011380468375541584,0.000926750029423743,0.6891768649721887,0.5988513318214143
0.005712,0.0011394257341524785,0.0009279482188333726,0.6897197568669188,0.5993380751519932
0.0057139999999999995,0.0011408057166599392,0.0009291473817152255,0.6902627740625216,0.5998248038814857
0.005716,0.0011421867853268735,0.0009303475180392284,0.6908059162900754,0.600311517138637
0.005718,0.0011435689404030755,0.0009315486277735645,0.6913491832793309,0.6007982140509994
0.005719999999999999,0.0011449521821377971,0.0009327507108846709,0.6918925747587068,0.6012848937449355
0.005722,0.0011463365107797462,0.0009339537673372359,0.6924360904552839,0.6017715553456182
0.005724,0.0011477219265770828,0.0009351577970941974,0.6929797300948004,0.6022581979770316
0.005725999999999999,0.0011491084297774177,0.0009363628001167399,0.6935234934016462,0.6027448207619723
0.005728,0.0011504960206278085,0.0009375687763642924,0.6940673800988583,0.6032314228220508
0.00573,0.0011518846993747581,0.0009387757257945255,0.6946113899081133,0.6037180032776926
0.005732,0.0011532744662642112,0.00093998364836335,0.6951555225497021,0.604204561248162
0.0057339999999999995,0.0011546653215415514,0.0009411925440249138,0.6956997777425298,0.6046910958515557
0.005736,0.0011560572654515993,0.0009424024127315999,0.6962441552041261,0.6051776062047883
0.005738,0.0011574502982386087,0.0009436132544340239,0.6967886546506424,0.6056640914235938
0.0057399999999999994,0.0011588444201462644,0.0009448250690810319,0.697333275796846,0.6061505506225242
0.005742,0.0011602396314176792,0.0009460378566196974,0.6978780183561135,0.6066369829149527
0.005744,0.0011616359322953915,0.0009472516169953202,0.6984228820404274,0.6071233874130729
0.005745999999999999,0.0011630333230213629,0.0009484663501514227,0.6989678665603708,0.6076097632279011
0.005748,0.0011644318038369734,0.0009496820560297484,0.6995129716251218,0.6080961094692766
0.00575,0.0011658313749830212,0.0009508987345702594,0.7000581969424483,0.608582425245862
0.005752,0.0011672320366997175,0.0009521163857111336,0.7006035422187029,0.6090687096651454
0.005754,0.0011686337892266858,0.000953335009388763,0.7011490071588179,0.6095549618334404
0.005756,0.0011700366328029576,0.0009545546055377512,0.7016945914663004,0.6100411808558872
0.005758,0.0011714405676669694,0.0009557751740909104,0.7022402948432265,0.6105273658364538
0.0057599999999999995,0.0011728455940565614,0.00095699671497926,0.7027861169902371,0.6110135158779363
0.005762,0.0011742517122089733,0.0009582192281320238,0.7033320576065324,0.6114996300819602
0.005764,0.001175658922360842,0.0009594427134766273,0.7038781163898666,0.6119857075489814
0.005765999999999999,0.0011770672247481977,0.000960667170938696,0.7044242930365427,0.6124717473782867
0.005768,0.0011784766196064622,0.0009618926004420532,0.7049705872414077,0.6129577486679942
0.00577,0.0011798871071704456,0.0009631190019087165,0.7055169986978477,0.6134437105150559
0.005771999999999999,0.0011812986876743431,0.0009643463752588967,0.7060635270977826,0.6139296320152562
0.005774,0.0011827113613517327,0.0009655747204109948,0.7066101721316608,0.614415512263215
0.005776,0.0011841251284355715,0.0009668040372816003,0.7071569334884548,0.6149013503523867
0.005778,0.0011855399891581928,0.0009680343257854879,0.7077038108556554,0.6153871453750621
0.0057799999999999995,0.0011869559437513043,0.0009692655858356159,0.7082508039192669,0.6158728964223692
0.005782,0.0011883729924459833,0.0009704978173431238,0.7087979123638021,0.6163586025842731
0.005784,0.0011897911354726747,0.0009717310202173301,0.7093451358722775,0.6168442629495778
0.0057859999999999995,0.0011912103730611883,0.0009729651943657291,0.7098924741262083,0.6173298766059265
0.005788,0.0011926307054406953,0.0009742003396939899,0.7104399268055958,0.6178154426398098
0.00579,0.0011940521328397257,0.0009754364561059529,0.7109874935889015,0.6183009601365865
0.005791999999999999,0.0011954746554861642,0.0009766735435036283,0.7115351741530617,0.6187864281804649
0.005794,0.001196898273607248,0.000977911601787194,0.7120829681734919,0.6192718458544969
0.005796,0.0011983229874295645,0.0009791506308549915,0.7126308753240805,0.6197572122405766
0.005797999999999999,0.0011997487971790461,0.0009803906306035267,0.7131788952771843,0.6202425264194427
0.0058,0.0012011757030809692,0.0009816316009274646,0.713727027703623,0.6207277874706784
0.005802,0.00120260370535995,0.0009828735417196286,0.7142752722726748,0.6212129944727134
0.005804,0.0012040328042399416,0.0009841164528709978,0.7148236286520716,0.6216981465028227
0.0058059999999999995,0.0012054629999442312,0.0009853603342707049,0.7153720965079935,0.622183242637129
0.005808,0.001206894292695437,0.000986605185806033,0.715920675505064,0.6226682819506019
0.00581,0.0012083266827155042,0.000987851007362415,0.7164693653063451,0.6231532635170604
0.0058119999999999995,0.0012097601702257032,0.0009890977988234297,0.7170181655733321,0.6236381864091725
0.005814,0.001211194755446626,0.0009903455600708,0.717567075965949,0.6241230496984557
0.005816,0.001212630438598182,0.0009915942909843908,0.7181160961425435,0.6246078524552783
0.005817999999999999,0.0012140672198995965,0.0009928439914422065,0.7186652257598823,0.6250925937488604
0.00582,0.0012155050995694065,0.0009940946613203893,0.7192144644731459,0.6255772726472736
0.005822,0.0012169440778254576,0.0009953463004932156,0.7197638119359228,0.6260618882174419
0.005823999999999999,0.0012183841548849012,0.0009965989088330954,0.7203132678002067,0.6265464395251431
0.005826,0.001219825330964191,0.000997852486210568,0.7208628317163898,0.6270309256350085
0.005828,0.0012212676062790797,0.0009991070324943015,0.7214125033332587,0.6275153456105245
0.00583,0.0012227109810446163,0.0010003625475510898,0.7219622822979892,0.6279996985140327
0.0058319999999999995,0.0012241554554751426,0.001001619031245851,0.722512168256142,0.6284839834067305
0.005834,0.0012256010297842896,0.001002876483441623,0.7230621608516565,0.628968199348672
0.005836,0.0012270477041849744,0.0010041349039995634,0.7236122597268481,0.6294523453987682
0.0058379999999999994,0.0012284954788893976,0.0010053942927789467,0.7241624645224005,0.629936420614788
0.00584,0.0012299443541090391,0.0010066546496371616,0.724712774877364,0.6304204240533592
0.005842,0.0012313943300546553,0.001007915974429709,0.7252631904291484,0.6309043547699679
0.005843999999999999,0.0012328454069362761,0.0010091782670101994,0.7258137108135134,0.6313882118189654
0.005846,0.0012342975849632012,0.0010104415272303511,0.7263643356645408,0.6318719942535918
0.005848,0.0012357508643439964,0.0010117057549399874,0.7269150646146476,0.6323557011259582
0.00585,0.0012372052452864913,0.0010129709499870352,0.7274658972945911,0.6328393314870375
0.0058519999999999996,0.0012386607279977746,0.0010142371122175218,0.7280168333334652,0.6333228843866643
0.005854,0.001240117312684192,0.0010155042414755737,0.7285678723586951,0.6338063588735356
0.005856,0.001241574999551342,0.0010167723376034127,0.7291190139960324,0.6342897539952123
0.0058579999999999995,0.0012430337888040734,0.0010180414004413553,0.7296702578695501,0.6347730687981182
0.00586,0.0012444936806464816,0.0010193114298278092,0.7302216036016389,0.635256302327542
0.005862,0.0012459546752819045,0.001020582425599272,0.730773050813001,0.6357394536276364
0.005863999999999999,0.00124741677291292,0.0010218543875903285,0.7313245991226466,0.6362225217414201
0.005866,0.0012488799737413422,0.0010231273156336477,0.7318762481478881,0.6367055057107773
0.005868,0.0012503442779682183,0.0010244012095599817,0.7324279975043368,0.6371884045764589
0.005869999999999999,0.001251809685793825,0.0010256760691981636,0.7329798468058965,0.6376712173780819
0.005872,0.0012532761974176651,0.0010269518943751032,0.7335317956647598,0.6381539431541314
0.005874,0.0012547438130384642,0.0010282286849157872,0.7340838436914033,0.6386365809419599
0.005876,0.0012562125328541666,0.001029506440643276,0.734635990494583,0.6391191297777881
0.0058779999999999995,0.0012576823570619327,0.0010307851613787003,0.7351882356813287,0.6396015886967057
0.00588,0.0012591532858581352,0.0010320648469412607,0.7357405788569408,0.6400839567326716
0.005882,0.001260625319438356,0.0010333454971482247,0.7362930196249844,0.6405662329185143
